order_number,scheduling_pool,bench_work_centres,bench_operations,bench_remaining_minutes,bench_operation_count
200234567297,CSKI_MVKI,MVKI-1,0005,94,1
200234567298,CSKI_MVKI,MVKI-1,0010,294,1
200234567656,LVPA,LVPA-2 / LVPA-5,0005 → 0010,412,2
200234567878,LVPA,LVPA-2 / LVPA-5,0005 → 0010,412,2
200234567884,LVPA,LVPA-2 / LVPA-5,0005 → 0010,21,2
200234567886,LVPA,LVPA-2 / LVPA-5,0005 → 0010,21,2
200234567893,LVPA,LVPA-2 / LVPA-5,0005 → 0010,46,2
200234567894,LVPA,LVPA-2 / LVPA-5,0005 → 0010,49,2
200234567895,LVPA,LVPA-2 / LVPA-5,0005 → 0010,58,2
200234567997,LVPA,LVPA-2 / LVPA-5,0005 → 0010,78,2
200234568168,CSKI_MVKI,MVKI-1,0005,148,1
200234568169,CSKI_MVKI,MVKI-1,0005,274,1
200234568172,CSKI_MVKI,MVKI-1,0005,236,1
200234568585,LVPA,LVPA-5,0050,80,1
200234568588,LVPA,LVPA-5,0050,98,1
200234568589,LVPA,LVPA-5,0050,61,1
200234576762,LVPA,LVPA-5,0010 → 0030,113,2
200234576763,LVPA,LVPA-5,0010 → 0030,113,2
200234576764,LVPA,LVPA-5,0010 → 0030,13,2
200234576767,LVPA,LVPA-5,0010 → 0030,19,2
200234576768,LVPA,LVPA-5,0010 → 0030,26,2
200234576771,LVPA,LVPA-5,0050,11,1
200234576774,LVPA,LVPA-5,0010 → 0030,8,2
200234576775,LVPA,LVPA-5,0050,19,1
200234576841,LVPA,LVPA-5,0050,11,1
200234576844,LVPA,LVPA-5,0010 → 0030,62,2
200234576849,LVPA,LVPA-5,0050,29,1
200234576852,LVPA,LVPA-5,0050,49,1
200234577881,LVPA,LVPA-5,0010 → 0030,23,2
200234577891,LVPA,LVPA-5,0010 → 0030,128,2
200234582854,CSKI_MVKI,MVKI-1,0010,234,1
200234583092,LVPA,LVPA-5,0050,1,1
